01.Licence Number,02.Current Licence Status,03.Licensee Name,04.Orig BA Code,05.Surface Location,06.Detection Date,07.Report Date,08.Report Status,09.Failure Type,10.Failure Top Depth (mKB),11.Failure Depth Bottom (mKB),12.Reported Resolution,13.Reported Resolution Date,14.Steam Scheme Type,15.Connection Type,16.Final Drill Date
 0048602,Abandoned,Imperial Oil Resources Limited (0007),0007,14-05-065-03W4,"Jan 01, 1989","Jan 01, 1989",Closed,Parted,,,Cement Squeeze/Plug,"Sep 24, 1988",,,"Jan 24, 1974"
 0036801,Abandoned,TAQA North Ltd. (A2TG),0246,11-17-035-08W5,"Jan 01, 1989","Jan 01, 1989",Closed,Hole,1088,,Monitor As Required,,,,"Jan 17, 1970"
 0010170,Abandoned,Terroco Industries Ltd. (0PP6),0PP6,04-29-038-20W4,"Jan 01, 1989","Jan 01, 1989",Closed,Hole,1587,,Cement Squeeze/Plug,,,,"Nov 08, 1955"
 0032768,Abandoned,Paramount Resources Ltd. (0AW4),0L31,12-01-118-04W6,"Jan 01, 1994","Jan 01, 1994",Closed,Hole,645,,Not Converted,"Nov 30, 2002",,,"Nov 18, 1967"
 0001582,Abandoned,Harvest Operations Corp. (0Z0H),0PF8,11-13-003-23W4,"Jan 01, 1994","Jan 23, 2001",Closed,Collapse,700,,Cement Squeeze/Plug,"Jan 07, 2001",,,"Aug 12, 1950"
 0035299,Abandoned,Paramount Resources Ltd. (0AW4),0L31,13-11-117-05W6,"Jan 01, 1995","Jan 01, 1995",Closed,Hole,1073,,Cement Squeeze/Plug,"Jan 08, 1995",,,"Dec 14, 1968"
 0006995,Abandoned,Imperial Oil Resources Limited (0007),0007,03-25-046-28W4,"Jan 05, 1987","Jan 05, 1987",Closed,Hole,514,,Liner,"Jan 25, 1987",,,"Oct 25, 1953"
 0033238,Abandoned,Paramount Resources Ltd. (0AW4),0L31,10-12-118-04W6,"Jan 08, 2000","Apr 20, 2000",Closed,Hole,900,,Cement Squeeze/Plug,"Feb 03, 2000",,,"Jan 02, 1968"
 0031411,Abandoned,Point Loma Resources Ltd. (A662),0KR3,12-19-064-11W5,"Jan 11, 2002","Feb 12, 2003",Closed,Hole,130,,Well/Zone Abandoned,"Jun 22, 2002",,,"Jan 20, 1967"
 0075382,Abandoned,TAQA North Ltd. (A2TG),0TR8,04-27-035-07W5,"Jan 13, 1988","Jan 13, 1988",Closed,Hole,1811,,Cement Squeeze/Plug,"Feb 02, 1988",,,"Jun 03, 1979"
 0006995,Abandoned,Imperial Oil Resources Limited (0007),0007,03-25-046-28W4,"Jan 14, 1987","Feb 25, 2003",Closed,,514,,Cement Squeeze/Plug,"Apr 02, 2002",,,"Oct 25, 1953"
 0048245,Abandoned,Enhance Energy Inc. (A216),0006,06-28-042-23W4,"Jan 16, 1995","Jan 16, 1995",Closed,Hole,1098,,Casing Patch,"Feb 01, 1996",,,"Dec 21, 1973"
 0049291,Abandoned,Blue Sky Resources Ltd. (A7XK),0FH8,10-28-041-22W4,"Jan 18, 1995","Jan 18, 1995",Closed,Hole,473,,Cement Squeeze/Plug,"Jan 18, 1995",,,"Mar 25, 1974"
 0050841,Abandoned,Enercapita Energy Ltd. (A73W),0PG9,07-19-063-14W5,"Jan 21, 1994","Jan 21, 1994",Closed,Hole,334,,Cement Squeeze/Plug,"Nov 05, 1993",,,"Sep 23, 1974"
 0015168,Abandoned,Loyal Energy (canada) Operating Ltd. (A7X9),0039,15-30-032-04W5,"Jan 23, 1975","Jan 23, 1975",Closed,Collapse,27,,Replaced Failed Casing,"Nov 30, 2002",,,"Jul 08, 1958"
 0013899,Abandoned,Vantage Point Resources Inc. (A7PA),0K29,13-10-034-26W4,"Jan 24, 1976","Jan 24, 1976",Closed,Hole,1161,,Not Converted,"May 27, 1976",,,"Oct 12, 1957"
 0101066,Abandoned,Imperial Oil Resources Limited (0007),0007,13-07-065-03W4,"Jan 28, 1994","May 05, 1995",Closed,Hole,192,,Well/Zone Abandoned,"Feb 12, 1994",,,"Apr 12, 1983"
 0030774,Abandoned,Paramount Resources Ltd. (0AW4),0060,06-28-058-20W5,"Jan 29, 1991","Jan 29, 1991",Closed,Hole,,,Cement Squeeze/Plug,"Nov 30, 2002",,,"Jan 18, 1967"
 0003332,Abandoned,Supreme Energy Inc. (A7DW),0MG5,13-32-041-22W4,"Jul 01, 1969","Jul 01, 1969",Closed,Hole,,,Packer,"Jul 23, 1969",,,"Dec 14, 1951"
 0062205F,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,12-08-066-05W4,"Jul 01, 1985","Jul 01, 1985",Closed,Hole,470,,Cement Squeeze/Plug,,,,"Jan 14, 1978"
 0030395,Abandoned,TAQA North Ltd. (A2TG),0N00,10-22-030-28W4,"Jul 04, 1993","Jul 04, 1993",Closed,Hole,1464,,Bridge Plug,"Jul 02, 1993",,,"Jun 14, 1966"
 0005600,Abandoned,Imperial Oil Resources Limited (0007),0007,12-08-047-27W4,"Jul 05, 1979","Sep 01, 2000",Closed,Not Converted,660,,Well/Zone Abandoned,"Aug 09, 2000",,,"Dec 27, 1952"
 0045240,Abandoned,Canadian Natural Resources Limited (0HE9),0039,04-16-077-11W6,"Jul 13, 2001","Jul 17, 2001",Closed,,796,,Cement Squeeze/Plug,"Nov 30, 2002",,,"Mar 19, 1973"
 0023675,Abandoned,Cardinal Energy Ltd. (A6A7),0ZN4,10-01-018-13W4,"Jul 14, 1994","Jul 14, 1994",Closed,Hole,112,,Monitor As Required,,Cyclic Steam,,"Dec 23, 1965"
 0023675,Abandoned,Cardinal Energy Ltd. (A6A7),A1T7,10-01-018-13W4,"Jul 14, 1994","Mar 16, 2007",Closed,Hole,112,,Entry Error-Ignore,"Mar 16, 2007",,,"Dec 23, 1965"
 0130069,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,05-16-066-05W4,"Jul 14, 1995","Nov 13, 1995",Closed,Parted,477,,Not Converted,"Nov 30, 2002",Cyclic Steam,,"Dec 04, 1987"
 0008014,Abandoned,Strathcona Resources Ltd. (A8FG),0002,04-14-036-20W4,"Jul 16, 1996","Jul 16, 1996",Closed,Hole,700,,Cement Squeeze/Plug,"Jul 17, 1996",,,"Jun 12, 1954"
 0024285,Abandoned,Tourmaline Oil Corp. (A573),0060,12-35-046-07W5,"Jul 18, 1995","Jul 18, 1995",Closed,Hole,1309,,Cement Squeeze/Plug,"Jul 19, 1995",,,"Jun 25, 1963"
 0063280,Abandoned,Ember Resources Inc. (A1H9),0026,10-27-027-24W4,"Jul 19, 1994","Jul 19, 1994",Closed,Hole,21,,Bridge Plug,"Jul 22, 1994",,,"Apr 04, 1977"
 0014782,Abandoned,Loyal Energy (canada) Operating Ltd. (A7X9),0MD6,05-24-032-04W5,"Jul 24, 2003","Aug 13, 2003",Closed,,,,Entry Error-Ignore,"May 19, 2004",,,"Mar 31, 1958"
 0020267,Abandoned,Razor Energy Corp. (A7L1),0JL8,10-27-064-13W5,"Jul 27, 1979","Jul 27, 1979",Closed,Hole,2782,,Packer,"Apr 28, 1989",,,"Feb 13, 1961"
 0259938,Abandoned,Canadian Natural Resources Limited (0HE9),0K29,09-01-090-09W5,"Jul 30, 2007","Sep 05, 2007",Closed,,,,Entry Error-Ignore,"Oct 16, 2007",,,"Oct 23, 2001"
 0110198,Abandoned,Imperial Oil Resources Limited (0007),0007,16-22-065-04W4,"Jun 01, 1988","Jun 01, 1988",Closed,Hole,,,Well Suspended,"Nov 30, 2002",Cyclic Steam,,"Dec 07, 1984"
 0021690,Abandoned,Cenovus Energy Inc. (A5D4),0L73,10-08-068-10W5,"Jun 01, 1988","Jun 01, 1988",Closed,Hole,,,Well/Zone Abandoned,"Jun 08, 1988",,,"Dec 15, 1961"
 0034594,Abandoned,Blue Sky Resources Ltd. (A7XK),0JT5,11-36-041-25W4,"Jun 04, 1983","Jun 04, 1983",Closed,Hole,687,,Cement Squeeze/Plug,"Jun 30, 1983",,,"Sep 19, 1968"
 0041213,Abandoned,Canlin Energy Corporation (A7M1),0246,10-36-058-11W5,"Jun 04, 1995","Jun 04, 1995",Closed,Hole,959,,Well/Zone Abandoned,"Jun 06, 1995",,,"Dec 15, 1971"
 0003434,Abandoned,Enhance Energy Inc. (A216),0002,08-04-035-20W4,"Jun 05, 1982","Jun 05, 1982",Closed,Hole,1314,,Packer,"Jun 09, 1982",,,"Oct 18, 1951"
 0024147,Abandoned,Enhance Energy Inc. (A216),0T65,01-16-040-24W4,"Jun 07, 1975","Jun 07, 1975",Closed,Hole,,,Packer,"Jun 01, 1975",,,"Jun 14, 1963"
 0032077,Abandoned,Paramount Resources Ltd. (0AW4),0L31,09-22-116-04W6,"Jun 09, 1994","Jun 09, 1994",Closed,Collapse,862,,Cement Squeeze/Plug,"Jun 12, 1994",,,"Mar 28, 1997"
 0008014,Abandoned,Strathcona Resources Ltd. (A8FG),0002,04-14-036-20W4,"Jun 14, 1996","Jun 26, 1998",Closed,Not Converted,700,,Cement Squeeze/Plug,"Nov 30, 2002",,,"Jun 12, 1954"
 0152891,Abandoned,Prairie Provident Resources Canada Ltd. (0T82),0CW9,15-05-038-04W4,"Jun 16, 1995","Jun 16, 1995",Closed,Hole,780,,Cement Squeeze/Plug,"Jun 17, 1995",,,"Jul 10, 1992"
 0069674,Abandoned,Canadian Natural Resources Limited (0HE9),0FW6,11-03-025-15W4,"Jun 19, 2003","Dec 08, 2003",Closed,,,,Entry Error-Ignore,"Apr 28, 2004",,,"Jul 26, 1978"
 0033668,Abandoned,Enhance Energy Inc. (A216),0T65,16-29-040-24W4,"Jun 22, 1995","Jun 22, 1995",Closed,Hole,694,,Not Converted,"Jul 12, 1995",,,"Feb 11, 1968"
 0005793,Abandoned,Strathcona Resources Ltd. (A8FG),0002,03-23-036-20W4,"Jun 23, 1978","Jun 23, 1978",Closed,Hole,,,Packer,"Jun 29, 1978",,,"Jan 11, 1953"
 0005674,Abandoned,Strathcona Resources Ltd. (A8FG),0002,04-01-036-20W4,"Jun 24, 1994","Jun 24, 1994",Closed,Hole,665,,Cement Squeeze/Plug,"Nov 30, 2002",,,"Jan 29, 1953"
 0062205H,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,12-08-066-05W4,"Jun 27, 1985","Jun 27, 1985",Closed,Hole,490,,Cement Squeeze/Plug,,,,"Jan 05, 1978"
 0062205I,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,12-08-066-05W4,"Jun 28, 1985","Jun 28, 1985",Closed,Hole,,,Cement Squeeze/Plug,,,,"Dec 21, 1977"
 0035251,Abandoned,Paramount Resources Ltd. (0AW4),0L31,01-20-115-05W6,"Mar 01, 1993","Mar 01, 1993",Closed,Hole,806,,Cement Squeeze/Plug,"Mar 18, 1993",,,"Jan 25, 1969"
 0006827,Abandoned,Imperial Oil Resources Limited (0007),0007,14-26-035-20W4,"Mar 08, 1983","Mar 08, 1983",Closed,Hole,,,Packer,"Mar 11, 1983",,,"Sep 06, 1953"
 0103733,Abandoned,Imperial Oil Resources Limited (0007),0007,06-07-065-03W4,"Mar 11, 1994","Mar 11, 1994",Closed,Hole,9,,Replaced Failed Casing,"Mar 11, 1994",,,"Jan 20, 1984"
 0006461,Abandoned,Prairie Provident Resources Canada Ltd. (0T82),0PK2,08-11-030-21W4,"Mar 13, 1971","Mar 13, 1971",Closed,Hole,,,Packer,"Dec 24, 1986",,,"Jun 27, 1953"
 0007272,Abandoned,Strathcona Resources Ltd. (A8FG),0002,08-22-036-20W4,"Mar 15, 1973","Mar 15, 1973",Closed,Hole,,,Entry Error-Ignore,"Aug 04, 1996",,,"Feb 10, 1954"
 0034097,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,12-21-039-21W4,"Mar 17, 1994","Mar 17, 1994",Closed,Hole,1165,,Not Converted,"May 04, 1994",,,"Mar 12, 1994"
 0004342,Abandoned,Enhance Energy Inc. (A216),0002,04-10-035-20W4,"Mar 18, 1982","Mar 18, 1982",Closed,Hole,,,Packer,"Mar 23, 1982",,,"Apr 05, 1952"
 0024091,Abandoned,Canadian Natural Resources Limited (0HE9),0P34,14-13-029-20W4,"Mar 20, 1980","Mar 20, 1980",Closed,Hole,250,,Well/Zone Abandoned,"Oct 15, 1983",,,"May 24, 1963"
 0109635,Abandoned,Paramount Resources Ltd. (0AW4),0AW4,13-14-110-07W6,"Mar 20, 1996","Mar 20, 1996",Closed,Hole,600,,Cement Squeeze/Plug,"Mar 24, 1996",,,"Nov 02, 1984"
 0111654,Abandoned,Secure Energy Services Inc. (A267),0DP2,11-07-087-08W5,"Mar 21, 1996","Mar 21, 1996",Closed,Hole,1430,,Bridge Plug,"Mar 22, 1996",,,"Dec 28, 1984"
 0031473,Abandoned,Paramount Resources Ltd. (0AW4),0L31,07-30-117-04W6,"Mar 23, 2000","Apr 19, 2000",Closed,Hole,776,,Packer,"Nov 30, 2002",,,"Jan 11, 1967"
 0062205E,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,16-07-066-05W4,"Mar 24, 1983","Mar 24, 1983",Closed,Hole,410,,Cement Squeeze/Plug,"Jun 06, 1983",,,"Jan 31, 1978"
 0016220,Abandoned,Canadian Oil & Gas International Inc. (A6L2),0TM9,03-19-039-26W4,"Mar 25, 1984","Mar 25, 1984",Closed,Hole,,,Packer,"Nov 30, 2002",,,"Dec 07, 1958"
 0025570,Abandoned,Conifer Energy Inc. (A8CW),0002,10-05-067-18W5,"Mar 25, 1995","Mar 25, 1995",Closed,Hole,33,,Replaced Failed Casing,"Mar 29, 1995",,,"Mar 04, 1964"
 0082798,Abandoned,Imperial Oil Resources Limited (0007),0007,05-05-065-03W4,"May 12, 1995","May 12, 1995",Closed,Hole,259,,Cement Squeeze/Plug,"Nov 30, 2002",,,"Jun 21, 1980"
 0019131,Abandoned,Quattro Exploration and Production Ltd. (A5CF),0MG5,11-22-041-18W4,"May 13, 1994","May 13, 1994",Closed,Hole,836,,Cement Squeeze/Plug,"May 14, 1994",,,"Jun 25, 1960"
 0135256,Abandoned,Surge Energy Inc. (0YK4),0YK4,09-13-038-06W4,"May 13, 2005","May 20, 2005",Closed,,,,Entry Error-Ignore,"Mar 28, 2006",,,"Aug 07, 1988"
 0025053,Abandoned,Pine Cliff Energy Ltd. (A1GR),0002,05-28-040-24W4,"May 14, 1981","May 14, 1981",Closed,Hole,,,Well/Zone Abandoned,"Sep 21, 1988",,,"Nov 17, 1963"
 0117516,Abandoned,SanLing Energy Ltd. (A7AZ),0N00,02-14-011-13W4,"May 15, 2001","Aug 29, 2001",Closed,Hole,180,,Cement Squeeze/Plug,"Jul 16, 2001",,,"Oct 17, 1985"
 0024281,Abandoned,Canadian Natural Resources Limited (0HE9),0AL2,08-04-030-24W4,"May 16, 1969","May 16, 1969",Closed,Hole,,,Packer,"Nov 01, 1973",,,"Jul 17, 1963"
 0003060,Abandoned,Enhance Energy Inc. (A216),0002,14-03-035-20W4,"May 20, 1982","May 20, 1982",Closed,Hole,,,Packer,"May 26, 1982",,,"Jul 04, 1951"
 0031419,Abandoned,ExxonMobil Canada Resources Company (A0NG),0025,07-04-032-04W5,"May 21, 2002","Mar 26, 2003",Closed,Hole,1500,,Entry Error-Ignore,"Apr 04, 2003",,,"Feb 10, 1967"
 0005674,Abandoned,Strathcona Resources Ltd. (A8FG),0002,04-01-036-20W4,"May 22, 1982","May 22, 1982",Closed,Hole,649,,Packer,"Jul 17, 1985",,,"Jan 29, 1953"
 0025598,Abandoned,Cardinal Energy Ltd. (A6A7),0JL8,02-14-070-11W5,"May 25, 2007","Jun 04, 2007",Closed,,,,Entry Error-Ignore,"Nov 20, 2007",,,"Feb 20, 1964"
 0045505,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,06-36-015-12W4,"May 28, 1995","May 28, 1995",Closed,Hole,55,,Bridge Plug,"Nov 30, 2002",,,"Apr 20, 1973"
 0122158,Abandoned,Canlin Energy Corporation (A7M1),0001,06-31-017-02W4,"Nov 01, 2000","Feb 12, 2003",Closed,Hole,138,,Cement Squeeze/Plug,,,,"Feb 15, 1986"
 0032014,Abandoned,Paramount Resources Ltd. (0AW4),0L31,07-11-118-05W6,"Nov 04, 1988","Nov 04, 1988",Closed,Hole,440,,Cement Squeeze/Plug,,,,"May 02, 1967"
 0021517,Abandoned,Conifer Energy Inc. (A8CW),0057,06-36-061-12W5,"Nov 04, 1989","Nov 04, 1989",Closed,Hole,1312,,Cement Squeeze/Plug,"Nov 04, 1989",,,"Nov 29, 1961"
 0045808,Abandoned,Canadian Natural Resources Limited (0HE9),0K29,11-09-078-01W6,"Nov 06, 1997","Jul 23, 1998",Closed,Hole,71,,Well/Zone Abandoned,"Jun 05, 1998",,,"Jun 07, 1973"
 0142135,Abandoned,Long Run Exploration Ltd. (A517),0039,01-05-079-25W5,"Nov 12, 1994","Nov 12, 1994",Closed,Hole,273,,Replaced Failed Casing,"Nov 17, 1994",,,"Dec 23, 1989"
 0062205G,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,12-08-066-05W4,"Nov 15, 1985","Nov 15, 1985",Closed,Hole,416,,Not Converted,"Dec 12, 1985",,,"Dec 31, 1977"
 0007241,Abandoned,Imperial Oil Resources Limited (0007),0007,06-17-047-27W4,"Nov 16, 1993","Nov 16, 1993",Closed,Burst,634,,Cement Squeeze/Plug,"Aug 05, 1996",,,"Dec 11, 1953"
 0008241,Abandoned,Imperial Oil Resources Limited (0007),0007,07-25-046-28W4,"Nov 16, 2000","Nov 16, 2000",Closed,Not Converted,621,,Cement Squeeze/Plug,"Nov 30, 2002",,,"Oct 10, 1954"
 0032226,Abandoned,Paramount Resources Ltd. (0AW4),0L31,02-04-118-04W6,"Nov 17, 1993","Nov 17, 1993",Closed,Hole,934,,Cement Squeeze/Plug,"Nov 18, 1993",,,"Jun 30, 1967"
 0007241,Abandoned,Imperial Oil Resources Limited (0007),0007,06-17-047-27W4,"Nov 19, 1993","Nov 19, 1993",Closed,Hole,634,,Cement Squeeze/Plug,"Mar 09, 1996",,,"Dec 11, 1953"
 0113616,Abandoned,Secure Energy Services Inc. (A267),0DP2,10-09-090-03W5,"Nov 23, 1995","Nov 23, 1995",Closed,Hole,630,,Cement Squeeze/Plug,"Nov 23, 1995",,,"Jun 11, 1985"
 0006304,Abandoned,I3 Energy Canada Ltd. (A8HW),0002,14-34-045-28W4,"Nov 25, 1988","Nov 25, 1988",Closed,Hole,,,Cemented Liner,"Jan 18, 1989",,,"Jul 19, 1953"
 0038638,Abandoned,AlphaBow Energy Ltd. (A7H2),0YM1,10-22-040-10W4,"Nov 27, 1998","Nov 27, 1998",Closed,Hole,164,,Cement Squeeze/Plug,"Nov 27, 1998",,,"Sep 02, 1970"
 0005950,Abandoned,Strathcona Resources Ltd. (A8FG),0002,12-23-036-20W4,"Nov 30, 2002","Nov 30, 2002",Closed,,,,Monitor As Required,,,,"Feb 09, 1953"
 0078330,Abandoned,TAQA North Ltd. (A2TG),0DF3,03-12-038-12W4,"Nov 30, 2002","Nov 30, 2002",Closed,,,,Cement Squeeze/Plug,,,,"Oct 14, 1979"
B0002298,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,07-19-050-26W4,"Nov 30, 2002","Nov 30, 2002",Closed,,,,Monitor As Required,,,,"Oct 16, 1948"
 0018634,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,13-07-039-20W4,"Nov 30, 2002","Nov 30, 2002",Closed,Buckle,,,Well/Zone Abandoned,"Nov 30, 2002",,,"Mar 25, 1960"
 0032893,Abandoned,Journey Energy Inc. (A2PH),0MD6,11-27-023-13W4,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,,,Cement Squeeze/Plug,"Jul 17, 1988",,,"Oct 24, 1967"
 0015077,Abandoned,Alberta Clay Products Limited (0146),0146,15-29-012-05W4,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,169,,Cement Squeeze/Plug,,,,"Jan 01, 1911"
 0089116,Abandoned,Surge Energy Inc. (0YK4),0WC5,15-19-036-04W4,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,202,,Cement Squeeze/Plug,"May 19, 1993",,,"Mar 02, 1981"
 0109529,Abandoned,ConocoPhillips Canada Resources Corp. (A5G3),0002,15-02-090-03W5,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,400,,Bridge Plug,"Dec 18, 1995",,,"Nov 15, 1984"
 0033249,Abandoned,Paramount Resources Ltd. (0AW4),0L31,10-18-118-03W6,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,562,,Cement Squeeze/Plug,"Sep 29, 1995",,,"Mar 07, 1996"
 0164798,Abandoned,Crimson Oil & Gas Ltd. (A6AG),0WN5,07-05-089-03W5,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,595,,Bridge Plug,"Jan 07, 1995",,,"Mar 01, 1994"
 0122202,Abandoned,ConocoPhillips Canada Resources Corp. (A5G3),0002,02-18-090-02W5,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,599,,Bridge Plug,"Nov 30, 2002",,,"Feb 19, 1986"
 0019131,Abandoned,Quattro Exploration and Production Ltd. (A5CF),0MG5,11-22-041-18W4,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,836,,Cement Squeeze/Plug,"May 17, 1994",,,"Jun 25, 1960"
 0033130,Abandoned,Paramount Resources Ltd. (0AW4),0HM7,10-01-117-05W6,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,1263,,Cemented Liner,"Nov 30, 2002",,,"Dec 19, 1967"
 0017414,Abandoned,Paramount Resources Ltd. (0AW4),0045,02-16-064-19W5,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,1532,,Casing Patch,"Aug 03, 1995",,,"Sep 03, 1959"
 0180357,Abandoned,Canadian Natural Resources Limited (0HE9),0R46,04-35-003-29W4,"Nov 30, 2002","Nov 30, 2002",Closed,Hole,2406,,Entry Error-Ignore,,,,"Oct 08, 1995"
 0020823,Abandoned,Razor Energy Corp. (A7L1),0FW6,02-26-065-11W5,"Oct 01, 1996","Mar 02, 1999",Closed,Hole,599,,Well/Zone Abandoned,"Jul 14, 1997",,,"Jul 11, 1961"
 0101057,Abandoned,Imperial Oil Resources Limited (0007),0007,13-07-065-03W4,"Oct 02, 1994","Oct 02, 1994",Closed,Hole,217,,Cement Squeeze/Plug,"Feb 07, 1994",,,"Apr 17, 1983"
 0005636,Abandoned,Strathcona Resources Ltd. (A8FG),0002,05-25-036-20W4,"Oct 03, 1978","Oct 03, 1978",Closed,Hole,,,Packer,"Oct 10, 1978",,,"Dec 16, 1952"
 0006827,Abandoned,Imperial Oil Resources Limited (0007),0007,14-26-035-20W4,"Oct 04, 1990","Oct 04, 1990",Closed,Hole,697,,Well/Zone Abandoned,"Oct 04, 1990",,,"Sep 06, 1953"
 0034509,Abandoned,Paramount Resources Ltd. (0AW4),0L31,09-11-117-05W6,"Oct 07, 1994","Oct 07, 1994",Closed,Hole,780,,Cemented Liner,"Oct 07, 1994",,,"Oct 05, 1968"
 0013003,Abandoned,Ricochet Oil Corp. (A8K9),0057,10-24-049-08W5,"Oct 13, 1999","Oct 25, 2000",Closed,Hole,91,,Packer,"Nov 30, 2002",,,"Aug 18, 1996"
 0008153,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,10-12-039-21W4,"Oct 20, 1993","Oct 20, 1993",Closed,Burst,1282,,Bridge Plug,"Oct 30, 1993",,,"Jul 19, 1954"
 0090713,Abandoned,Canlin Energy Corporation (A7M1),0246,05-28-015-10W4,"Oct 22, 1996","Jan 09, 1998",Closed,Hole,0,,Cement Squeeze/Plug,"Aug 14, 1997",,,"Jul 12, 1981"
 0091041,Abandoned,Canlin Energy Corporation (A7M1),0246,04-10-015-03W4,"Oct 29, 2000","Feb 12, 2003",Closed,Hole,93,,Cement Squeeze/Plug,"Oct 29, 2000",,,"Jul 11, 1981"
 0019830,Abandoned,Conifer Energy Inc. (A8CW),0RA3,12-06-064-10W5,"Sep 01, 1980","Sep 01, 1980",Closed,Hole,,,Casing Patch,"Jul 30, 1988",,,"Nov 07, 1960"
 0011934,Abandoned,Bonterra Energy Corp. (0XZ4),0XZ4,14-12-047-07W5,"Sep 01, 1987","Sep 01, 1987",Closed,Hole,,,Cement Squeeze/Plug,"Jun 01, 1988",,,"Sep 16, 1956"
 0001966,Abandoned,Harvest Operations Corp. (0Z0H),0PF8,10-13-003-23W4,"Sep 01, 1992","Jan 23, 2001",Closed,Collapse,,,Cement Squeeze/Plug,"Nov 30, 2002",,,"Oct 26, 1950"
 0034916,Abandoned,Canada Northwest Energy Limited (0L99),0L99,04-25-054-25W4,"Sep 06, 1995","Sep 06, 1995",Closed,Hole,923,,Cement Squeeze/Plug,"Sep 08, 1995",,,"Nov 02, 1968"
 0012691,Abandoned,Loyal Energy (canada) Operating Ltd. (A7X9),0JT1,15-20-031-04W5,"Sep 08, 2005","Oct 07, 2005",Closed,,,,Entry Error-Ignore,"Aug 29, 2006",,,"Jan 25, 1957"
 0000430,Abandoned,Aspenleaf Energy Limited (A74X),0M66,07-05-051-26W4,"Sep 10, 1996","Sep 10, 1996",Closed,Hole,1546,,Well/Zone Abandoned,"Nov 30, 2002",,,"Sep 04, 1949"
 0007747,Abandoned,Enhance Energy Inc. (A216),0RA3,15-11-035-20W4,"Sep 13, 2007","Nov 08, 2007",Closed,Hole,7,7,Entry Error-Ignore,"Jan 24, 2008",,,"Apr 06, 1954"
 0021297,Abandoned,Canadian Coyote Energy Ltd. (0LE1),0FB3,03-35-037-21W4,"Sep 15, 1970","Sep 15, 1970",Closed,Hole,,,Packer,"Feb 20, 1982",,,"Oct 01, 1961"
 0074212,Abandoned,Tourmaline Oil Corp. (A573),0054,10-30-054-25W5,"Sep 21, 1991","Sep 21, 1991",Closed,Hole,1447,,Cement Squeeze/Plug,"Sep 24, 1991",,,"Oct 25, 1979"
 0071289,Abandoned,ExxonMobil Canada Resources Company (A0NG),0025,11-13-030-29W4,"Sep 25, 1980","Sep 25, 1980",Closed,Hole,,,Cement Squeeze/Plug,"Sep 27, 1980",,,"Sep 26, 1978"
 0011486,Abandoned,Loyal Energy (canada) Operating Ltd. (A7X9),0006,01-32-031-04W5,"Sep 25, 1989","Sep 25, 1989",Closed,Parted,,,Replaced Failed Casing,"Nov 30, 2002",,,"Jul 10, 1995"
 0081171,Abandoned,Imperial Oil Resources Limited (0007),0007,07-08-065-03W4,"Sep 30, 1982","Sep 30, 1982",Closed,Collapse,,,Cement Squeeze/Plug,,,,"Apr 22, 1980"
 0214349,Amended,Petrus Resources Corp. (A632),A112,10-30-038-08W5,"Dec 01, 2006","Dec 20, 2006",Closed,,,,Entry Error-Ignore,"Jan 26, 2007",,,"Nov 14, 2005"
B0000038,Amended,Ranahan Resources Limited (A900),0039,14-25-019-03W5,"Dec 02, 2001","Dec 02, 2001",Closed,,,,Cement Squeeze/Plug,"Nov 30, 2002",,,"May 17, 2001"
B0000586,Amended,Ranahan Resources Limited (A900),0039,09-26-019-03W5,"Dec 02, 2001","Apr 23, 2003",Closed,,430,,Cement Squeeze/Plug,"Apr 29, 2002",,,"Oct 16, 2003"
 0013672,Amended,DEL Canada GP Ltd. (A7P1),0TM9,01-14-039-27W4,"Feb 01, 1970","Feb 01, 1970",Closed,Hole,,,Packer,"Nov 30, 2002",,,"Jan 09, 1997"
 0200376,Amended,Imperial Oil Resources Limited (0007),0007,08-29-065-04W4,"Jun 28, 2000","Mar 03, 2003",Closed,Hole,463,,Entry Error-Ignore,"Mar 25, 2004",Cyclic Steam,,"Jul 13, 1997"
 0252263,Amended,Pieridae Alberta Production Ltd. (A5C4),0039,16-13-041-15W5,"Jun 28, 2003","Jul 29, 2003",Closed,,,,Entry Error-Ignore,"Mar 31, 2004",,,"Jul 22, 2001"
